app_id,title,date_release,win,mac,linux,rating,positive_ratio,user_reviews,price_final,price_original,discount,steam_deck
0.005189878774588445,Prince of Persia: Warrior Within™,2008-11-21,True,False,False,Very Positive,0.84,0.0002920828079445456,0.03330111003700124,0.03330111003700124,0.0,True
0.008600040780366946,BRINK: Agents of Change,2011-08-03,True,False,False,Positive,0.85,1.4677528037414352e-06,0.009966998899963333,0.009966998899963333,0.0,True
0.04347725725101855,Monaco: What's Yours Is Mine,2013-04-24,True,True,True,Very Positive,0.92,0.0004952998552262007,0.04996833227774259,0.04996833227774259,0.0,True
0.08715841633676888,Escape Dead Island,2014-11-18,True,False,False,Mixed,0.61,0.00011515187905716896,0.04996833227774259,0.04996833227774259,0.0,True
0.09581077909736889,Dungeon of the ENDLESS™,2014-10-27,True,True,False,Very Positive,0.88,0.0011707330090933957,0.03996799893329778,0.03996799893329778,0.0,True
0.0962455131978348,METAL SLUG 3,2015-09-14,True,False,False,Very Positive,0.9,0.0007430832149123684,0.02663422114070469,0.02663422114070469,0.0,True
0.09770745088081745,Enclave,2013-10-04,True,True,True,Mostly Positive,0.75,0.00021322445276171032,0.016633887796259877,0.016633887796259877,0.0,True
0.10458240519526485,Men of War: Assault Squad 2 - Deluxe Edition upgrade,2014-05-16,True,False,False,Mixed,0.61,2.5218661809739204e-05,0.02330077669255642,0.02330077669255642,0.0,True
0.10883356608920128,Hyperdimension Neptunia Re;Birth1,2015-01-29,True,False,False,Very Positive,0.9400000000000001,0.0012910887390001934,0.04996833227774259,0.04996833227774259,0.0,True
0.007617464769225442,The Sum of All Fears,2008-10-10,True,False,False,Mostly Positive,0.75,3.068937680550274e-06,0.03330111003700124,0.03330111003700124,0.0,True
0.005870833958504053,Cold Fear™,2008-05-13,True,False,False,Very Positive,0.85,0.00010541133772324853,0.03330111003700124,0.03330111003700124,0.0,True
0.008125295753840472,LEGO® Harry Potter: Years 1-4,2010-06-25,True,False,False,Very Positive,0.85,0.0006883760649547331,0.06663555451848395,0.06663555451848395,0.0,True
0.008510016196730644,Hearts of Iron 2 Complete,2009-01-23,True,False,False,Very Positive,0.85,6.031129702646625e-05,0.04996833227774259,0.04996833227774259,0.0,True
0.011222295319106372,Osmos,2009-08-18,True,True,True,Very Positive,0.88,6.965154214118447e-05,0.03330111003700124,0.03330111003700124,0.0,True
0.01259574730022429,Comanche 4,2009-06-18,True,False,False,Very Positive,0.9,2.8287599490289477e-05,0.03330111003700124,0.03330111003700124,0.0,True
0.0929523062066949,Inquisitor,2013-08-01,True,False,False,Mostly Positive,0.7000000000000001,5.070418776561322e-05,0.03330111003700124,0.03330111003700124,0.0,True
0.15716214812506493,FORM,2017-06-01,True,False,False,Very Positive,0.91,0.00012329123551428056,0.04996833227774259,0.04996833227774259,0.0,True
0.09421803646380357,Homesick,2015-05-28,True,False,False,Mostly Positive,0.77,0.00015064481049309822,0.04996833227774259,0.04996833227774259,0.0,True
0.09461814572440935,Borderlands 2: Headhunter 4: Wedding Day Massacre,2014-02-11,True,True,True,Very Positive,0.84,3.789470875114251e-05,0.0029667655588519618,0.009966998899963333,0.7777777777777778,True
0.09635323492184404,Bridge Constructor,2013-10-16,True,True,True,Mostly Positive,0.77,9.420304358558666e-05,0.00796693223107437,0.06663555451848395,0.9777777777777779,True
0.10729083711321168,Angvik,2014-02-24,True,True,False,Very Positive,0.88,0.0002636617763811887,0.009966998899963333,0.009966998899963333,0.0,True
0.11740552227723725,Sniper Elite 3 - Camouflage Weapons Pack,2014-06-27,True,False,False,Very Positive,0.9500000000000001,8.539652676313805e-06,0.013300443348111604,0.013300443348111604,0.0,True
0.12010587506588337,Chasm,2018-07-30,True,True,True,Mostly Positive,0.73,0.00014077083708611038,0.06663555451848395,0.06663555451848395,0.0,True
0.12360298389175506,Dandelion - Wishes brought to you -,2014-09-29,True,True,False,Very Positive,0.85,7.725717030602645e-05,0.09996999899996666,0.09996999899996666,0.0,True
0.12681539958988802,Eradicator,2014-11-06,True,True,True,Very Positive,0.88,6.67160365337016e-06,0.02330077669255642,0.02330077669255642,0.0,True
0.14144631803300134,Controller Companion,2015-05-04,True,False,False,Very Positive,0.9,0.0003086283850049036,0.009966998899963333,0.009966998899963333,0.0,True
0.14650154465257823,Herald: An Interactive Period Drama - Book I & II,2017-02-22,True,True,True,Very Positive,0.89,1.1608590356864078e-05,0.03330111003700124,0.03330111003700124,0.0,True
0.150933524154673,Take Command - 2nd Manassas,2016-10-28,True,False,False,Very Positive,0.93,6.938467799504966e-06,0.03330111003700124,0.03330111003700124,0.0,True
0.16811898633857708,GUILTY GEAR 2 -OVERTURE-,2016-03-31,True,False,False,Mostly Positive,0.71,2.7220142905750252e-05,0.06663555451848395,0.06663555451848395,0.0,True
0.17135833246771234,Aselia the Eternal -The Spirit of Eternity Sword-,2016-04-29,True,False,False,Very Positive,0.8200000000000001,7.071899872572369e-06,0.04996833227774259,0.04996833227774259,0.0,True
0.17650204478915396,The House in Fata Morgana Original Soundtrack,2016-05-13,False,False,False,Positive,1.0,2.9355056074828704e-06,0.03996799893329778,0.03996799893329778,0.0,True
0.17784471913484068,Offworld Trading Company - Soundtrack DLC,2016-04-28,True,True,False,Positive,0.8,0.0,0.03330111003700124,0.03330111003700124,0.0,True
0.7204967510358598,Luckitown,2022-01-19,True,True,False,Very Positive,0.86,2.041510717931269e-05,0.016633887796259877,0.016633887796259877,0.0,True
0.14310061593742907,Barony,2015-06-23,True,True,True,Very Positive,0.92,0.0004940989665685941,0.06666888896296544,0.0,0.0,True
0.0856580066094972,Retro/Grade,2013-03-20,True,False,False,Very Positive,0.85,2.628611839427843e-05,0.03330111003700124,0.03330111003700124,0.0,True
0.09150191013699895,Dreamfall Chapters,2017-07-21,True,True,True,Very Positive,0.8200000000000001,0.0003957595287179179,0.0833027767592253,0.0833027767592253,0.0,True
0.10318586998757352,Meltdown,2014-06-05,True,True,True,Very Positive,0.86,6.444769129155575e-05,0.02330077669255642,0.02330077669255642,0.0,True
0.10551342866705908,NOT A HERO,2016-07-08,True,True,True,Very Positive,0.86,0.00020722000947367717,0.06663555451848395,0.06663555451848395,0.0,True
0.10827572144701053,Disciples Sacred Lands Gold,2014-10-07,True,False,False,Very Positive,0.85,3.4692338997524834e-05,0.02663422114070469,0.02663422114070469,0.0,True
0.4846477307264676,Tropico 6 - Spitter,2020-04-23,True,True,True,Mixed,0.58,3.469233899752483e-06,0.03330111003700124,0.03330111003700124,0.0,True
0.11420811067637701,Dreaming Sarah,2015-03-12,True,False,True,Very Positive,0.92,0.0002668641461348064,0.019967332244408147,0.019967332244408147,0.0,True
0.1270231486290487,Pix the Cat,2015-01-29,True,True,True,Very Positive,0.87,2.1349131690784513e-05,0.016633887796259877,0.016633887796259877,0.0,True
0.1353869710574811,Crazy Machines 3,2016-10-18,True,False,False,Very Positive,0.9400000000000001,0.0009082721213698136,0.03330111003700124,0.03330111003700124,0.0,True
0.15281095991597707,Kanji Training Game,2015-09-23,True,False,False,Mostly Positive,0.75,8.272788530178998e-06,0.016633887796259877,0.016633887796259877,0.0,True
0.15470378449499672,FlatOut 4: Total Insanity,2017-04-04,True,False,False,Mixed,0.52,0.00019734603606668934,0.09996999899996666,0.09996999899996666,0.0,True
0.15492692235187303,Osiris: New Dawn,2023-01-18,True,False,False,Mixed,0.5700000000000001,0.0016428156836058683,0.06663555451848395,0.06663555451848395,0.0,True
0.15810471321014585,Master of Orion 1,2016-08-25,True,True,True,Very Positive,0.9,3.5893227655131464e-05,0.0029667655588519618,0.019967332244408147,0.9444444444444445,True
0.15973208068357128,Motorsport Manager,2016-11-09,True,True,True,Very Positive,0.91,0.0013000286878957095,0.06663555451848395,0.06663555451848395,0.0,True
0.15802776912156782,Roads of Rome,2015-10-16,True,False,False,Very Positive,0.85,6.805035726437564e-06,0.013300443348111604,0.013300443348111604,0.0,True
0.0980306160528452,Ground Control Anthology,2015-07-08,True,False,False,Very Positive,0.87,1.747960157182982e-05,0.016633887796259877,0.016633887796259877,0.0,True
0.1093260082561007,Magicians & Looters,2014-07-01,True,False,False,Very Positive,0.86,8.539652676313805e-06,0.02330077669255642,0.02330077669255642,0.0,True
0.11017239323045908,Strata,2014-05-29,True,True,True,Very Positive,0.92,1.6145280841155787e-05,0.02663422114070469,0.02663422114070469,0.0,True
0.110880278845377,Backstage Pass,2016-08-22,True,True,True,Very Positive,0.9,2.6552982540413236e-05,0.09996999899996666,0.09996999899996666,0.0,True
0.11644718365399782,Metal Dead,2014-10-06,True,False,False,Very Positive,0.8300000000000001,4.9103002888804376e-05,0.016633887796259877,0.016633887796259877,0.0,True
0.12325596605226811,Raid Mode: Album Storage C,2015-02-24,True,False,False,Mostly Positive,0.7000000000000001,9.340245114718223e-07,0.006633554451815061,0.006633554451815061,0.0,True
0.1305510350903516,Choice of Robots,2014-12-19,True,True,True,Overwhelmingly Positive,0.96,0.00024338010127494342,0.02330077669255642,0.02330077669255642,0.0,True
0.13168980760130652,RIOT: Civil Unrest,2019-02-12,True,True,True,Mixed,0.68,0.00016945873279560207,0.0169672322410747,0.05663522117403913,0.7777777777777778,True
0.13330178625701636,Road Scars: Origins,2018-04-03,True,False,False,Mostly Positive,0.71,2.4551501444402188e-05,0.003300110003666789,0.003300110003666789,0.0,True
0.15151098953945116,Magicka 2: Three Cardinals Robe Pack,2015-09-15,True,True,True,Positive,0.9,1.3343207306740312e-07,0.016633887796259877,0.016633887796259877,0.0,True
0.15960512293741752,Super Mega Baseball 2,2018-04-30,True,False,False,Very Positive,0.88,0.00013049656745992033,0.06663555451848395,0.06663555451848395,0.0,True
0.16157489160501523,Ganbare! Super Strikers,2018-07-26,True,True,True,Very Positive,0.84,6.271307434167951e-06,0.03330111003700124,0.03330111003700124,0.0,True
0.16698059854806505,Mordheim: City of the Damned - The Smuggler,2016-02-04,True,False,False,Positive,0.96,2.001481096011048e-06,0.006633554451815061,0.006633554451815061,0.0,True
0.17181230259032276,Magi Trials,2016-11-17,True,False,False,Very Positive,0.8200000000000001,1.080799791845966e-05,0.04330144338144605,0.04330144338144605,0.0,True
0.17375129362248923,C14 Dating,2016-04-22,True,True,True,Positive,0.89,5.203850849628725e-06,0.06663555451848395,0.06663555451848395,0.0,True
0.18428109214439328,Kodon,2016-06-03,True,False,False,Mostly Positive,0.7000000000000001,3.1356537170839754e-05,0.19997333244441481,0.19997333244441481,0.0,True
0.19010575964975052,The Thrill of the Fight - VR Boxing,2019-10-24,True,False,False,Overwhelmingly Positive,0.9500000000000001,0.0004360560147842737,0.03330111003700124,0.03330111003700124,0.0,True
0.46117593650573807,Colony Siege,2020-09-07,True,False,False,Very Positive,0.9,1.9347650594773465e-05,0.02330077669255642,0.02330077669255642,0.0,True
0.013461368296727182,Mini Ninjas,2009-09-08,True,False,False,Very Positive,0.9,0.00038495153079945823,0.03330111003700124,0.03330111003700124,0.0,True
0.0143846973596636,Time Gentlemen Please! and Ben There Dan That! Special Edition  Double Pack,2009-08-25,True,False,False,Very Positive,0.86,5.8042951784320395e-05,0.016633887796259877,0.016633887796259877,0.0,True
0.015265707173882098,ArcaniA,2010-10-15,True,False,False,Mixed,0.56,0.00022816884494525949,0.06663555451848395,0.06663555451848395,0.0,True
0.02515686976058847,Archon Classic,2010-11-02,True,False,False,Very Positive,0.88,1.5211256329683964e-05,0.03330111003700124,0.03330111003700124,0.0,True
